id,uri,observed_on,latitude,longitude,quality_grade,public_positional_accuracy,taxon.name,taxon.preferred_common_name,taxon.rank,user.login,within_property
136372584,https://www.inaturalist.org/observations/136372584,2022-09-14,39.8810330261,-76.952236332,research,31220.0,Eurosta solidaginis,Goldenrod Gall Fly,species,jcorven,False
136372593,https://www.inaturalist.org/observations/136372593,2022-09-14,39.9022419845,-77.0297759771,research,53735.0,Symphyotrichum novae-angliae,New England aster,species,jcorven,False
136372604,https://www.inaturalist.org/observations/136372604,2022-09-15,39.8691586293,-75.6772844866,casual,2364.0,Brugmansia,angel's trumpets,genus,jcorven,False
136448792,https://www.inaturalist.org/observations/136448792,2022-09-17,39.3590361913,-79.194642761,needs_id,16.0,Parmeliaceae,shield lichens and allies,family,kristiarbo,True
136448965,https://www.inaturalist.org/observations/136448965,2022-09-17,39.3590691829,-79.1944691056,needs_id,36.0,Leucobryum,Leucobryum mosses,genus,kristiarbo,True
136449045,https://www.inaturalist.org/observations/136449045,2022-09-17,39.3590858626,-79.1945820933,needs_id,11.0,Plantae,plants,kingdom,kristiarbo,True
136449186,https://www.inaturalist.org/observations/136449186,2022-09-17,39.2049148738,-79.0975503006,research,28121.0,Aralia nudicaulis,wild sarsaparilla,species,kristiarbo,False
136449298,https://www.inaturalist.org/observations/136449298,2022-09-17,39.359167943,-79.1944272933,research,17.0,Dennstaedtia punctilobula,hay-scented fern,species,kristiarbo,True
136449826,https://www.inaturalist.org/observations/136449826,2022-09-19,39.3620960504,-79.2013378523,research,427.0,Malus domestica,apple,species,kristiarbo,False
136449872,https://www.inaturalist.org/observations/136449872,2022-09-25,38.9793534,-76.9457945,needs_id,,Ageratina altissima,white snakeroot,species,bombus_frankii,False
136449998,https://www.inaturalist.org/observations/136449998,2022-09-18,39.3592327472,-79.2003070646,research,674.0,Araneus marmoreus,Marbled Orbweaver,species,kristiarbo,False
136450219,https://www.inaturalist.org/observations/136450219,2022-09-16,39.3593060353,-79.1990210908,needs_id,1205.0,Cortinarius corrugatus,wrinkled cortinarius,species,kristiarbo,False
136450459,https://www.inaturalist.org/observations/136450459,2022-09-16,39.3682529842,-79.1929835792,research,581.0,Colaptes auratus,Northern Flicker,species,kristiarbo,False
136593212,https://www.inaturalist.org/observations/136593212,2022-09-26,38.98010074,-76.95146517,research,9.0,Iris domestica,Blackberry Lily,species,bombus_frankii,False
137761379,https://www.inaturalist.org/observations/137761379,2022-10-06,39.0892844,-76.87719867,research,5.0,Corniculatae,Common Yellow Woodsorrels,section,bombus_frankii,False
137770839,https://www.inaturalist.org/observations/137770839,2022-10-06,38.9961260997,-77.0226384997,research,,Eclipta prostrata,false daisy,species,bombus_frankii,False
137777138,https://www.inaturalist.org/observations/137777138,2022-10-06,38.99608312,-77.02253488,research,8.0,Eclipta prostrata,false daisy,species,bombus_frankii,False
137857992,https://www.inaturalist.org/observations/137857992,2022-10-07,40.4260155,-79.8897549,needs_id,18.0,Rhododendron,rhododendrons and azaleas,genus,bombus_frankii,False
138875623,https://www.inaturalist.org/observations/138875623,2022-10-15,38.9803888,-76.9527607997,needs_id,,Eratoneura,,genus,bombus_frankii,False
138999169,https://www.inaturalist.org/observations/138999169,2022-10-16,38.97988541,-76.95268385,needs_id,10.0,Acalypha gracilens,Slender Three-seeded Mercury,species,bombus_frankii,False
139798163,https://www.inaturalist.org/observations/139798163,2022-10-22,38.9798582,-76.9528779,research,,Zeugomantispa minuta,Green Mantidfly,species,bombus_frankii,False
140108436,https://www.inaturalist.org/observations/140108436,2022-10-26,38.9798415889,-76.9531644583,needs_id,,Coprinellus,,genus,bombus_frankii,False
140187055,https://www.inaturalist.org/observations/140187055,2022-10-27,38.9727160694,-76.9457021389,needs_id,,Symphyotrichum lanceolatum,panicled aster,species,bombus_frankii,False
140187460,https://www.inaturalist.org/observations/140187460,2022-10-27,38.9798524997,-76.9530867997,needs_id,,Agaricales,Common Gilled Mushrooms and Allies,order,bombus_frankii,False
140914264,https://www.inaturalist.org/observations/140914264,2022-11-02,38.97312118,-76.94914288,casual,9.0,Santolina,Lavender-cottons,genus,bombus_frankii,False
141479951,https://www.inaturalist.org/observations/141479951,2022-11-08,38.9812993,-76.9537990997,needs_id,,Mentha,mints,genus,bombus_frankii,False
142220833,https://www.inaturalist.org/observations/142220833,2022-11-12,39.3567509067,-79.1897637145,research,8.0,Trichaptum biforme,violet-toothed polypore,species,jonathan1306,False
142220841,https://www.inaturalist.org/observations/142220841,2022-11-12,39.3617621361,-79.1999630968,needs_id,16.0,Fungi,Fungi Including Lichens,kingdom,jonathan1306,False
142220853,https://www.inaturalist.org/observations/142220853,2022-11-17,39.5428720929,-79.0078174041,research,12.0,Rosa,roses,genus,jonathan1306,False
142373308,https://www.inaturalist.org/observations/142373308,2022-11-19,39.3359752164,-76.6250960787,needs_id,39.0,Eumorpha,,genus,natalie_cohen,False
142747009,https://www.inaturalist.org/observations/142747009,2022-11-24,38.9799144,-76.9528855,research,16.0,Neacoryphus bicrucis,White-crossed Seed Bug,species,bombus_frankii,False
142761736,https://www.inaturalist.org/observations/142761736,2022-11-24,39.3400038,-76.6305295,needs_id,18.0,Ajania pacifica,Pacific Chrysanthemum,species,bombus_frankii,False
142772046,https://www.inaturalist.org/observations/142772046,2022-11-24,39.3403136,-76.6304762,needs_id,,Eriocapitella japonica,Japanese anemone,species,bombus_frankii,False
146787243,https://www.inaturalist.org/observations/146787243,2023-01-16,38.9753037997,-76.9485423997,casual,,Jasminum nudiflorum,Winter jasmine,species,bombus_frankii,False
147725715,https://www.inaturalist.org/observations/147725715,2023-01-30,38.96971707,-76.94756933,casual,9.0,Erica,Heaths,genus,bombus_frankii,False
147725992,https://www.inaturalist.org/observations/147725992,2023-01-30,38.96722002,-76.94501827,casual,6.0,Erica,Heaths,genus,bombus_frankii,False
149044240,https://www.inaturalist.org/observations/149044240,2023-02-15,38.9797780997,-76.9529291,research,,Colletes inaequalis,Unequal Cellophane Bee,species,bombus_frankii,False
149264144,https://www.inaturalist.org/observations/149264144,2023-02-20,38.97743768,-76.94808069,needs_id,9.0,Acer,maples,genus,bombus_frankii,False
149264646,https://www.inaturalist.org/observations/149264646,2023-02-20,38.9765458997,-76.947016,research,,Hibiscus syriacus,common hibiscus,species,bombus_frankii,False
149264881,https://www.inaturalist.org/observations/149264881,2023-02-20,38.97583637,-76.94661353,research,10.0,Scilla bifolia,Alpine Squill,species,bombus_frankii,False
149435546,https://www.inaturalist.org/observations/149435546,2023-02-22,38.97750737,-76.95193386,casual,8.0,Hamamelis vernalis,ozark witch-hazel,species,bombus_frankii,False
150015802,https://www.inaturalist.org/observations/150015802,2023-02-28,38.9759736997,-76.9466455997,research,,Eranthis hyemalis,Winter Aconite,species,bombus_frankii,False
150086035,https://www.inaturalist.org/observations/150086035,2023-03-02,38.9756938,-76.9465758997,needs_id,,Crocus,Crocuses,genus,bombus_frankii,False
150436631,https://www.inaturalist.org/observations/150436631,2023-03-06,38.97361219,-76.94356326,research,7.0,Anemonoides blanda,Greek Anemone,species,bombus_frankii,False
150683668,https://www.inaturalist.org/observations/150683668,2023-03-09,38.9709359,-76.9476382997,research,,Hyacinthus orientalis,Hyacinth,species,bombus_frankii,False
150685456,https://www.inaturalist.org/observations/150685456,2023-03-09,38.9784333,-76.9520135,needs_id,10.0,Prunus,"plums, cherries, and allies",genus,bombus_frankii,False
150968624,https://www.inaturalist.org/observations/150968624,2023-03-12,39.2257531997,-76.8670821,needs_id,,Simulium,Common Blackflies,genus,bombus_frankii,False
151145588,https://www.inaturalist.org/observations/151145588,2023-03-14,38.96823606,-76.94442284,casual,8.0,Magnolia,magnolias,genus,bombus_frankii,False
151830457,https://www.inaturalist.org/observations/151830457,2023-03-21,39.11048411,-76.85716613,research,6.0,Mummenhoffia alliacea,garlic penny-cress,species,bombus_frankii,False
152304412,https://www.inaturalist.org/observations/152304412,2023-03-25,38.9799642997,-76.9528906,casual,,Narcissus,daffodils,genus,bombus_frankii,False
153653078,https://www.inaturalist.org/observations/153653078,2023-04-05,39.042357,-76.7834162997,research,,Viola rafinesquei,American field pansy,species,bombus_frankii,False
153653105,https://www.inaturalist.org/observations/153653105,2023-04-05,39.0482844,-76.7865031997,research,,Corydalis flavula,Yellow Corydalis,species,bombus_frankii,False
153653187,https://www.inaturalist.org/observations/153653187,2023-04-05,39.0479362186,-76.7847887054,research,111.0,Berberis thunbergii,Japanese barberry,species,bombus_frankii,False
153653241,https://www.inaturalist.org/observations/153653241,2023-04-05,39.0490975,-76.780805,research,,Spiraea prunifolia,Bridal-wreath,species,bombus_frankii,False
153715399,https://www.inaturalist.org/observations/153715399,2023-04-06,38.3718363558,-75.0677696229,research,86.0,Malaclemys terrapin,Diamondback Terrapin,species,natalie_cohen,False
154110543,https://www.inaturalist.org/observations/154110543,2023-04-09,38.9799785,-76.95268697,needs_id,9.0,Syringa,Lilacs,genus,bombus_frankii,False
154442232,https://www.inaturalist.org/observations/154442232,2023-04-09,38.9798909,-76.9535615,research,,Papilio polyxenes,Black Swallowtail,species,bombus_frankii,False
155634563,https://www.inaturalist.org/observations/155634563,2023-04-19,38.9798463997,-76.9526271997,needs_id,,Photinia × fraseri,Red Tip Photinia,hybrid,bombus_frankii,False
155658401,https://www.inaturalist.org/observations/155658401,2023-04-19,39.0370958,-76.7893871997,casual,,Zizia aurea,golden Alexanders,species,bombus_frankii,False
155658736,https://www.inaturalist.org/observations/155658736,2023-04-19,39.0371232997,-76.7892803997,casual,,Aquilegia canadensis,red columbine,species,bombus_frankii,False
156610799,https://www.inaturalist.org/observations/156610799,2023-04-25,39.10284777,-76.85750205,needs_id,6.0,Stellaria media,common chickweed,species,bombus_frankii,False
156615581,https://www.inaturalist.org/observations/156615581,2023-04-25,39.08046617,-76.88023269,research,11.0,Trifolium dubium,Lesser hop trefoil,species,bombus_frankii,False
156624872,https://www.inaturalist.org/observations/156624872,2023-04-25,38.99580365,-77.02328867,needs_id,10.0,Sisyrinchium,blue-eyed grasses,genus,bombus_frankii,False
156628584,https://www.inaturalist.org/observations/156628584,2023-04-25,38.9957406997,-77.0232656997,needs_id,,Physocarpus opulifolius,common ninebark,species,bombus_frankii,False
156628693,https://www.inaturalist.org/observations/156628693,2023-04-25,39.0098344,-76.9818276997,research,,Amsonia tabernaemontana,eastern bluestar,species,bombus_frankii,False
156779128,https://www.inaturalist.org/observations/156779128,2023-04-26,38.9708275997,-76.9482456,needs_id,,Barbarea,wintercresses,genus,bombus_frankii,False
156936550,https://www.inaturalist.org/observations/156936550,2023-04-27,39.03707642,-76.78924794,casual,7.0,Sedum,stonecrops,genus,bombus_frankii,False
157606693,https://www.inaturalist.org/observations/157606693,2023-04-29,38.9829478,-76.95288213,research,9.0,Andricus quercuspetiolicola,Oak Petiole Gall Wasp,species,bombus_frankii,False
158448960,https://www.inaturalist.org/observations/158448960,2023-04-24,38.9801343,-76.9530136997,research,,Eurytides marcellus,Zebra Swallowtail,species,bombus_frankii,False
159349714,https://www.inaturalist.org/observations/159349714,2023-05-02,38.9815734,-76.9525711,needs_id,,Tilia cordata,Small-leaved Lime,species,bombus_frankii,False
159544260,https://www.inaturalist.org/observations/159544260,2023-05-03,38.9705928,-76.94558704,research,6.0,Robinia pseudoacacia,black locust,species,bombus_frankii,False
159544960,https://www.inaturalist.org/observations/159544960,2023-05-03,38.9717517997,-76.9459745,needs_id,,Styrax japonicus,Japanese snowbell,species,bombus_frankii,False
159893094,https://www.inaturalist.org/observations/159893094,2023-05-05,38.9797464997,-76.9528305,needs_id,,Youngia thunbergiana,Tall false hawksbeard,species,bombus_frankii,False
160144341,https://www.inaturalist.org/observations/160144341,2023-05-06,39.3616619885,-79.1987899371,needs_id,6.0,Moraceae,mulberry and fig family,family,jonathan1306,False
160319345,https://www.inaturalist.org/observations/160319345,2023-05-07,39.08847744,-76.87788345,needs_id,9.0,Coreopsis lanceolata,Lance-leaved Coreopsis,species,bombus_frankii,False
160320240,https://www.inaturalist.org/observations/160320240,2023-05-07,39.08845987,-76.87792061,needs_id,6.0,Leucanthemum vulgare,oxeye daisy,species,bombus_frankii,False
160653695,https://www.inaturalist.org/observations/160653695,2023-05-08,38.97717966,-76.94759291,casual,7.0,Cladrastis kentukea,Kentucky yellowwood,species,bombus_frankii,False
160654333,https://www.inaturalist.org/observations/160654333,2023-05-08,38.9786123,-76.9520954,casual,,Heuchera americana,American alumroot,species,bombus_frankii,False
160818294,https://www.inaturalist.org/observations/160818294,2023-05-09,38.97824597,-76.95145445,research,7.0,Rosa multiflora,multiflora rose,species,bombus_frankii,False
160818498,https://www.inaturalist.org/observations/160818498,2023-05-09,38.9782713997,-76.951295,casual,,Itea virginica,Virginia sweetspire,species,bombus_frankii,False
160820084,https://www.inaturalist.org/observations/160820084,2023-05-09,38.9753066997,-76.9462565997,needs_id,,Cercis canadensis,eastern redbud,species,bombus_frankii,False
160821083,https://www.inaturalist.org/observations/160821083,2023-05-09,38.9767937,-76.9473437997,needs_id,,Ilex opaca,American holly,species,bombus_frankii,False
161133134,https://www.inaturalist.org/observations/161133134,2023-05-11,39.0370704288,-76.789425239,needs_id,17.0,Nomada,Nomad Bees,genus,bombus_frankii,False
161242287,https://www.inaturalist.org/observations/161242287,2023-05-12,38.9799475,-76.9529615,research,,Ligustrum sinense,Chinese privet,species,bombus_frankii,False
161686980,https://www.inaturalist.org/observations/161686980,2023-05-14,38.9703858,-76.9416547,casual,,Nepeta racemosa,Eastern Cat-mint,species,bombus_frankii,False
161696921,https://www.inaturalist.org/observations/161696921,2023-05-14,38.9800698997,-76.9527728,research,,Parthenocissus quinquefolia,Virginia creeper,species,bombus_frankii,False
161803039,https://www.inaturalist.org/observations/161803039,2023-05-15,38.9798765,-76.9532683997,research,,Vinca minor,lesser periwinkle,species,bombus_frankii,False
161803826,https://www.inaturalist.org/observations/161803826,2023-05-15,38.9800697,-76.9534167,needs_id,34.0,Eupatorium serotinum,late boneset,species,bombus_frankii,False
161891932,https://www.inaturalist.org/observations/161891932,2023-05-15,38.9799317,-76.952864,casual,,Ligustrum japonicum,wax-leaf ligustrum,species,bombus_frankii,False
162471181,https://www.inaturalist.org/observations/162471181,2023-05-19,39.3591,-79.1946116667,needs_id,34.0,Catocala ilia-complex,Ilia and Umber Underwings,complex,natalie_cohen,True
162725086,https://www.inaturalist.org/observations/162725086,2023-05-20,39.3391959,-79.1529131,needs_id,5000.0,Robinia hispida,Bristly locust,species,grow_externships,False
162725288,https://www.inaturalist.org/observations/162725288,2023-05-20,39.359615,-79.1943166667,needs_id,9.0,Tracheophyta,vascular plants,phylum,grow_externships,True
162725358,https://www.inaturalist.org/observations/162725358,2023-05-20,39.3595383333,-79.1944183333,needs_id,9.0,Acer,maples,genus,grow_externships,True
162725571,https://www.inaturalist.org/observations/162725571,2023-05-20,39.360465,-79.19338,needs_id,8.0,Plantae,plants,kingdom,grow_externships,True
162725687,https://www.inaturalist.org/observations/162725687,2023-05-20,39.3603066667,-79.19348,needs_id,8.0,Achillea millefolium,common yarrow,species,grow_externships,True
162725918,https://www.inaturalist.org/observations/162725918,2023-05-20,39.3605816667,-79.1936666667,research,9.0,Diphasiastrum digitatum,fan clubmoss,species,grow_externships,True
162726058,https://www.inaturalist.org/observations/162726058,2023-05-20,39.3609183333,-79.1919866667,needs_id,10.0,Lecanoromycetes,common lichens,class,grow_externships,False
162726295,https://www.inaturalist.org/observations/162726295,2023-05-20,39.3600033333,-79.192505,needs_id,9.0,Bryophyta,mosses,phylum,grow_externships,False
162726392,https://www.inaturalist.org/observations/162726392,2023-05-20,39.3602,-79.192845,needs_id,9.0,Polytrichum,haircap mosses,genus,grow_externships,False
162726687,https://www.inaturalist.org/observations/162726687,2023-05-20,39.3601983333,-79.19297,needs_id,9.0,Quercus,oaks,genus,grow_externships,False
162726769,https://www.inaturalist.org/observations/162726769,2023-05-20,39.3607416667,-79.1900633333,research,10.0,Amphibolips confluenta,Spongy Oak Apple Gall Wasp,species,grow_externships,False
162726878,https://www.inaturalist.org/observations/162726878,2023-05-20,39.361325,-79.1902716667,research,8.0,Pteridium aquilinum,common bracken,species,grow_externships,False
162727166,https://www.inaturalist.org/observations/162727166,2023-05-20,39.3603333333,-79.19181,research,12.0,Cypripedium acaule,pink lady's slipper,species,grow_externships,False
162727800,https://www.inaturalist.org/observations/162727800,2023-05-20,39.3605683333,-79.192135,needs_id,10.0,Fungi,Fungi Including Lichens,kingdom,grow_externships,False
162728011,https://www.inaturalist.org/observations/162728011,2023-05-20,39.357448,-79.1493854,needs_id,3299.0,Plantae,plants,kingdom,grow_externships,False
162728432,https://www.inaturalist.org/observations/162728432,2023-05-20,39.360345,-79.1920833333,needs_id,9.0,Rhododendron,rhododendrons and azaleas,genus,grow_externships,False
162728614,https://www.inaturalist.org/observations/162728614,2023-05-20,39.372812,-79.1458576,needs_id,3000.0,Plantae,plants,kingdom,grow_externships,False
162728800,https://www.inaturalist.org/observations/162728800,2023-05-20,39.3775663,-79.1931192,needs_id,6099.0,Plantae,plants,kingdom,grow_externships,False
162730471,https://www.inaturalist.org/observations/162730471,2023-05-20,39.3604033333,-79.1918616667,needs_id,9.0,Hymenoptera,"Ants, Bees, Wasps, and Sawflies",order,grow_externships,False
162730603,https://www.inaturalist.org/observations/162730603,2023-05-20,39.3601466667,-79.1913716667,needs_id,9.0,Lobatae,red oaks,section,grow_externships,False
162731223,https://www.inaturalist.org/observations/162731223,2023-05-20,39.36066,-79.1921733333,needs_id,10.0,Fungi,Fungi Including Lichens,kingdom,grow_externships,False
162732480,https://www.inaturalist.org/observations/162732480,2023-05-20,39.360585,-79.1920083333,needs_id,9.0,Lecanoromycetes,common lichens,class,grow_externships,False
162732617,https://www.inaturalist.org/observations/162732617,2023-05-20,39.372812,-79.1458576,needs_id,3000.0,Plantae,plants,kingdom,grow_externships,False
162733033,https://www.inaturalist.org/observations/162733033,2023-05-20,39.3604633333,-79.1914733333,needs_id,9.0,Pityohyphantes,,genus,grow_externships,False
162733103,https://www.inaturalist.org/observations/162733103,2023-05-20,39.3604716667,-79.1916133333,needs_id,8.0,Quercus,oaks,genus,grow_externships,False
162736886,https://www.inaturalist.org/observations/162736886,2023-05-20,39.3597616667,-79.1947283333,needs_id,9.0,Narceus americanus,American Giant Millipede Complex,complex,grow_externships,True
162741204,https://www.inaturalist.org/observations/162741204,2023-05-20,39.36035,-79.19626,needs_id,12.0,Plantae,plants,kingdom,grow_externships,True
162741469,https://www.inaturalist.org/observations/162741469,2023-05-20,39.3605816667,-79.197,needs_id,9.0,Plantae,plants,kingdom,grow_externships,False
162741591,https://www.inaturalist.org/observations/162741591,2023-05-20,39.3608783333,-79.1970016667,needs_id,9.0,Potentilla,cinquefoils,genus,grow_externships,False
162741716,https://www.inaturalist.org/observations/162741716,2023-05-20,39.3609266667,-79.1969916667,needs_id,8.0,Plantae,plants,kingdom,grow_externships,False
162741822,https://www.inaturalist.org/observations/162741822,2023-05-20,39.360935,-79.196965,needs_id,8.0,Barbarea,wintercresses,genus,grow_externships,False
162742880,https://www.inaturalist.org/observations/162742880,2023-05-20,39.361045,-79.1969666667,needs_id,9.0,Rubus,brambles,genus,grow_externships,False
162743035,https://www.inaturalist.org/observations/162743035,2023-05-20,39.3612816667,-79.1975916667,needs_id,9.0,Acer,maples,genus,grow_externships,False
162743285,https://www.inaturalist.org/observations/162743285,2023-05-20,39.3612366667,-79.19761,needs_id,9.0,Cladonia,pixie cup and reindeer lichens,genus,grow_externships,False
162743665,https://www.inaturalist.org/observations/162743665,2023-05-20,39.360625,-79.1964533333,needs_id,7.0,Potentilla,cinquefoils,genus,grow_externships,False
162745372,https://www.inaturalist.org/observations/162745372,2023-05-20,39.36016,-79.1969216667,needs_id,9.0,Plantae,plants,kingdom,grow_externships,False
162748349,https://www.inaturalist.org/observations/162748349,2023-05-20,39.359615,-79.1967233333,needs_id,9.0,Plantae,plants,kingdom,grow_externships,False
162749179,https://www.inaturalist.org/observations/162749179,2023-05-20,39.3587610777,-79.1969690452,needs_id,32.0,Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",class,jonathan1306,False
162973114,https://www.inaturalist.org/observations/162973114,2023-05-19,39.3593553997,-79.1948031997,research,,Robinia hispida,Bristly locust,species,bombus_frankii,True
163800929,https://www.inaturalist.org/observations/163800929,2023-05-19,39.3785774997,-79.1560877997,research,,Acer pensylvanicum,striped maple,species,bombus_frankii,False
163804753,https://www.inaturalist.org/observations/163804753,2023-05-19,39.3757722,-79.1500908997,research,,Calosoma wilcoxi,Wilcox's Spring Caterpillar Hunter,species,bombus_frankii,False
163804869,https://www.inaturalist.org/observations/163804869,2023-05-19,39.3590378,-79.1945747,research,,Catocala ilia,Ilia Underwing,species,bombus_frankii,True
163805008,https://www.inaturalist.org/observations/163805008,2023-05-19,39.3592749,-79.1952904997,research,,Odontota dorsalis,Locust Leafminer,species,bombus_frankii,True
163805298,https://www.inaturalist.org/observations/163805298,2023-05-19,39.3757722,-79.1500908997,research,,Andrena vicina,Neighborly Mining Bee,species,bombus_frankii,False
163805841,https://www.inaturalist.org/observations/163805841,2023-05-19,39.3594070534,-79.1943189874,needs_id,197.0,Nomada,Nomad Bees,genus,bombus_frankii,True
163805975,https://www.inaturalist.org/observations/163805975,2023-05-19,39.3590075997,-79.1946317997,research,,Bombus vagans,Half-black Bumble Bee,species,bombus_frankii,True
163806612,https://www.inaturalist.org/observations/163806612,2023-05-19,39.1266677997,-79.5186142,needs_id,,Haploa lecontei,Leconte's Haploa Moth,species,bombus_frankii,False
163806800,https://www.inaturalist.org/observations/163806800,2023-05-19,39.1267254997,-79.5186498997,needs_id,,Galium aparine,catchweed bedstraw,species,bombus_frankii,False
163806966,https://www.inaturalist.org/observations/163806966,2023-05-19,39.1266297,-79.5186456997,needs_id,,Panorpa,,genus,bombus_frankii,False
163807124,https://www.inaturalist.org/observations/163807124,2023-05-19,39.1323833,-79.5151972997,research,,Rhingia nasica,American Snout Fly,species,bombus_frankii,False
163807240,https://www.inaturalist.org/observations/163807240,2023-05-19,39.3596932,-79.1940531,research,,Osmia bucephala,Bufflehead Mason Bee,species,bombus_frankii,True
163807358,https://www.inaturalist.org/observations/163807358,2023-05-19,39.3594002997,-79.1949634,research,,Osmia bucephala,Bufflehead Mason Bee,species,bombus_frankii,True
163808436,https://www.inaturalist.org/observations/163808436,2023-05-19,39.3602642997,-79.1922399997,research,,Cypripedium acaule,pink lady's slipper,species,bombus_frankii,False
163809307,https://www.inaturalist.org/observations/163809307,2023-05-19,39.3591,-79.1946,research,,Megachile mucida,,species,bombus_frankii,True
163809672,https://www.inaturalist.org/observations/163809672,2023-05-19,39.3600155997,-79.1926765997,needs_id,,Andricus quercuspetiolicola,Oak Petiole Gall Wasp,species,bombus_frankii,False
163809745,https://www.inaturalist.org/observations/163809745,2023-05-19,39.3606570997,-79.1921483997,research,,Rhododendron maximum,great rhododendron,species,bombus_frankii,False
163809870,https://www.inaturalist.org/observations/163809870,2023-05-19,39.3598228997,-79.1935586,research,,Vaccinium stamineum,deerberry,species,bombus_frankii,True
163810400,https://www.inaturalist.org/observations/163810400,2023-05-20,39.3591258,-79.1946224997,research,,Dolomedes tenebrosus,Dark Fishing Spider,species,bombus_frankii,True
163810922,https://www.inaturalist.org/observations/163810922,2023-05-20,39.3671128,-79.1670222997,needs_id,,Xiphydria maculata,,species,bombus_frankii,False
163811427,https://www.inaturalist.org/observations/163811427,2023-05-20,39.3588913997,-79.1943923997,needs_id,,Atlanticus,Eastern Shieldbacks,genus,bombus_frankii,True
163811770,https://www.inaturalist.org/observations/163811770,2023-05-20,39.3757722,-79.1500908997,needs_id,,Tipula,Common Crane Flies,genus,bombus_frankii,False
163812071,https://www.inaturalist.org/observations/163812071,2023-05-20,39.3598080808,-79.1921165586,research,99.0,Trillium undulatum,painted trillium,species,bombus_frankii,False
163812219,https://www.inaturalist.org/observations/163812219,2023-05-21,39.3586719997,-79.1942952997,research,,Cyclosa conica,Conical Trashline Orbweaver,species,bombus_frankii,True
163812660,https://www.inaturalist.org/observations/163812660,2023-05-21,39.3587743,-79.1943256997,research,,Aralia nudicaulis,wild sarsaparilla,species,bombus_frankii,True
163812816,https://www.inaturalist.org/observations/163812816,2023-05-21,39.1094944,-76.8574064,research,,Laphria thoracica,Eastern Yellow-backed Laphria,species,bombus_frankii,False
163812891,https://www.inaturalist.org/observations/163812891,2023-05-24,38.9771515997,-76.9475766997,casual,,Cladrastis kentukea,Kentucky yellowwood,species,bombus_frankii,False
164029298,https://www.inaturalist.org/observations/164029298,2023-05-27,39.2866214,-76.70987857,needs_id,8.0,Cerastium tomentosum,Snow-in-summer,species,bombus_frankii,False
164812463,https://www.inaturalist.org/observations/164812463,2023-05-19,39.1322,-79.5152,research,,Bombus impatiens,Common Eastern Bumble Bee,species,bombus_frankii,False
164812500,https://www.inaturalist.org/observations/164812500,2023-05-19,39.1322,-79.5152,research,,Bombus bimaculatus,Two-spotted Bumble Bee,species,bombus_frankii,False
164812517,https://www.inaturalist.org/observations/164812517,2023-05-20,39.359,-79.1944,research,,Bombus griseocollis,Brown-belted Bumble Bee,species,bombus_frankii,True
164891300,https://www.inaturalist.org/observations/164891300,2023-05-31,38.97342815,-76.94918189,casual,8.0,Liquidambar styraciflua,American sweetgum,species,bombus_frankii,False
165630495,https://www.inaturalist.org/observations/165630495,2023-05-27,39.2869535,-76.7104400997,research,,Toxomerus marginatus,Margined Calligrapher,species,bombus_frankii,False
165630773,https://www.inaturalist.org/observations/165630773,2023-05-27,39.2876694997,-76.7179888,needs_id,,Heriades,Armored-Resin bees,genus,bombus_frankii,False
165630946,https://www.inaturalist.org/observations/165630946,2023-05-27,39.287609,-76.7178384997,needs_id,,Megachile rotundata,Alfalfa Leafcutter Bee,species,bombus_frankii,False
165631064,https://www.inaturalist.org/observations/165631064,2023-05-27,39.2862206,-76.7163809997,research,,Chrysidini,,tribe,bombus_frankii,False
165802485,https://www.inaturalist.org/observations/165802485,2023-06-05,38.97317316,-76.94887686,needs_id,10.0,Viburnum,viburnums,genus,bombus_frankii,False
165805630,https://www.inaturalist.org/observations/165805630,2023-06-05,38.97462398,-76.94990144,needs_id,6.0,Santolina,Lavender-cottons,genus,bombus_frankii,False
166290594,https://www.inaturalist.org/observations/166290594,2023-06-08,39.32802,-76.62693,research,14.0,Vanessa atalanta,Red Admiral,species,natalie_cohen,False
166321607,https://www.inaturalist.org/observations/166321607,2023-06-08,38.9756366,-76.9480614997,research,,Oenothera pilosella,meadow evening primrose,species,bombus_frankii,False
166322162,https://www.inaturalist.org/observations/166322162,2023-06-08,38.9756154,-76.9480413997,needs_id,,Linnaeoideae,"abelias, twinflowers and allies",subfamily,bombus_frankii,False
166322456,https://www.inaturalist.org/observations/166322456,2023-06-08,38.9753145,-76.9480151,casual,,Veronica longifolia,Long-leaved Speedwell,species,bombus_frankii,False
166322672,https://www.inaturalist.org/observations/166322672,2023-06-08,38.97529787,-76.94813931,research,8.0,Asclepias syriaca,common milkweed,species,bombus_frankii,False
166656105,https://www.inaturalist.org/observations/166656105,2023-06-10,38.98474961,-77.00269241,research,9.0,Hormaphis hamamelidis,Witch-hazel Cone Gall Aphid,species,bombus_frankii,False
166662281,https://www.inaturalist.org/observations/166662281,2023-06-10,38.9884715,-77.0047571,needs_id,,Pseudoseioptera albipes,,species,bombus_frankii,False
166818100,https://www.inaturalist.org/observations/166818100,2023-06-09,39.0400056,-76.790282,research,,Lysimachia quadrifolia,whorled loosestrife,species,bombus_frankii,False
166818282,https://www.inaturalist.org/observations/166818282,2023-06-10,38.987765,-77.0053132997,needs_id,,Podisus maculiventris,Spined Soldier Bug,species,bombus_frankii,False
